shap_TransactionAmt,shap_amt_log,shap_amt_rounded,shap_amt_cents_99,shap_hour,shap_day_of_week,shap_is_night,shap_is_weekend,shap_card4_enc,shap_card6_enc,shap_card1,shap_card2,shap_card3,shap_card5,shap_product_enc,shap_p_email_isna,shap_r_email_isna,shap_email_match,shap_p_email_risky,shap_has_identity,shap_identity_count,shap_is_mobile,shap_C1,shap_C2,shap_C3,shap_C4,shap_C5,shap_C6,shap_C7,shap_C8,shap_C9,shap_C10,shap_D1,shap_D2,shap_D3,shap_D4,shap_V1,shap_V2,shap_V3,shap_V4,shap_V5,shap_V12,shap_V13,shap_V14,shap_V15,TransactionID,isFraud,fraud_probability,TransactionAmt,ProductCD
-0.44058353,0.32991025,0.039863944,0.004554739,-0.1465021,-0.036329005,0.1212464,0.08910949,0.034437135,-0.09174007,0.2476595,0.14555967,-0.07984438,-0.00017439085,0.024876796,0.0062699537,-0.010789578,0.000427755,-0.0025892449,0.03680348,-0.1453956,-0.012216228,-0.21198776,0.33762303,0.0040102554,-0.01740549,0.19811845,-0.17583375,0.000538545,-0.056996856,-0.05329064,0.007900781,-0.11512804,-0.17683259,-0.9203381,-0.3399118,0.0020334835,0.0039731837,-0.007916488,-0.004331188,-0.0013048064,-0.084628455,-0.059701826,4.509219e-05,-0.016394675,3363486,0,0.019611586,57.0,W
-0.11517959,-0.013650643,-0.046984173,0.004528188,0.68415374,0.8189647,-0.92527264,-1.2414125,0.01679018,-0.12183391,-0.14933312,0.08071156,-0.12783557,0.039413735,0.024399383,0.009825644,-0.012827162,0.0015843206,-0.00311581,0.044732224,-0.14965124,-0.010922813,-0.29838088,-0.13610667,0.0040921206,-0.007584521,-0.6343906,-0.082826026,-0.0028438512,-0.04153542,0.0027235243,0.015275258,-0.022960825,-0.026923956,-0.6258383,-0.31944373,-0.000338643,0.006379242,-0.008940349,-0.008269974,-0.0023065016,0.0035841824,-0.0048144683,0.0016012572,-0.008030613,3062586,0,0.003238448,108.95,W
0.32001978,-0.039656635,0.036548886,0.0028185972,-0.18997,-0.021586843,0.08684767,0.098728076,-0.063776016,0.3204377,-0.023461811,-0.053955264,-0.2198067,-0.046424855,0.08075084,0.0028585882,-0.013678837,-0.001849653,0.0034513092,0.03823835,-0.3574495,-0.037162922,0.18252835,-0.29899254,0.0044296775,-0.033231042,0.21809758,0.020762976,-0.059110504,-0.117696546,-0.02959939,0.0018706245,-0.017739559,0.033441465,0.034406167,0.098169394,-0.00022581409,0.0054210373,-0.008888915,-0.00045259908,-0.0017937678,-0.019250292,-0.010552414,0.0013137618,-0.017371107,3149190,0,0.080826856,222.0,W
0.20892555,-0.050355505,-0.028726323,0.0038635572,0.6097909,-0.0029059828,-0.98876345,0.0960576,-0.09194067,-0.22685048,0.005464655,0.024233112,-0.14681602,-0.08483049,0.016361486,0.0071593598,-0.01003441,0.0017750079,-0.00481097,0.052885592,-0.20734115,-0.026088947,-0.08780109,-0.17552695,0.0039610798,-0.017200936,-0.8007216,-0.13279966,-0.0019478196,-0.07565264,0.01864649,0.005796219,-0.05684943,-0.03215566,-0.2728847,-0.2399122,0.0007218884,0.00526106,-0.0022793056,-0.00039438266,-0.0013453842,-0.09805486,-0.0115787005,0.0022468225,-0.008958368,3447768,0,0.0057032565,209.95,W
0.5823113,-0.012751866,0.040983908,0.005175064,0.6180055,0.8577947,-0.85171276,-1.1886228,-0.081337996,-0.19941583,-0.045230612,-0.06872473,-0.11538235,-0.053750407,0.004772355,0.014213803,-0.015245687,-0.004990595,-0.0008558066,0.05183155,-0.20495333,-0.042861104,-0.16812995,-0.1895058,0.0048864093,-0.028762976,0.19469814,-0.1305326,-0.0040813843,-0.03805726,-0.03001177,0.0082834475,-0.0334819,-0.014458028,0.007045123,0.031480968,-0.0008418731,0.0038186363,-0.012761237,-0.007995734,-0.00215089,0.021410774,-0.011051831,0.002784056,-0.008849909,3261179,0,0.030601291,270.0,W
-0.12932754,0.034108423,0.0043053403,0.0044341516,-0.15214781,-0.224301,0.08918913,0.06829692,0.008485375,-0.13667734,-0.25898644,0.07233635,-0.14639835,-0.0032487162,-0.2076182,0.011784036,0.031851117,-0.019739272,-0.002073061,-0.0046518515,0.031578377,0.19316298,-0.730352,-0.10460892,0.0042280764,0.12262352,0.12407573,-0.034927092,0.00408053,0.48056626,-0.042718522,-0.011354513,-0.017771117,0.07147955,0.09246316,0.16286458,0.00036160438,0.0045674453,-0.006237377,-0.0017946727,-0.00038078107,-0.006144287,-0.029518878,-0.01616005,-0.013914398,3075699,0,0.04640504,100.0,R
0.025610607,0.038540095,-0.036121104,0.004388183,-0.18195696,-0.04538527,0.091370635,0.10844595,-0.17450339,-0.19879967,-0.1239881,-0.13137458,-0.19949076,0.014056702,0.03208103,0.021524468,-0.016755154,0.0018105053,0.002419587,0.045064364,-0.18447867,-0.023448445,-0.1621888,-0.2392526,0.0042482517,-0.046515662,-0.8180359,0.13348179,-0.009181887,-0.10531581,-0.12912095,-0.012763631,-0.038245514,-0.0659498,-0.016183468,0.12017013,0.00029935426,0.0060500004,-0.0062019737,-0.013958633,-0.00057740824,-0.07314965,-0.03162682,0.0014605158,-0.014760446,3190551,0,0.008269052,107.95,W
0.8455837,0.044432223,-0.01775433,-0.66971225,-0.12630324,0.83751607,0.04400555,-1.0936447,-0.17524067,0.2754929,0.035229143,-0.34247956,-0.14904104,-0.02311552,0.05818315,0.0052144504,-0.017140139,-0.0037171051,-0.0031041969,0.040797148,-0.13660538,-0.062295992,-0.21094866,-0.18849714,0.004545978,-0.0006227617,0.32809106,-0.114930086,0.0042608753,-0.029429384,-0.046434317,-0.004919516,0.0001126656,0.0047196215,0.012333862,0.034170914,-0.008951299,0.0038284236,-0.005574834,-0.008460823,-0.0026150383,0.025870573,-0.02123575,0.0062093204,-0.008676739,3194863,0,0.039185457,439.99,W
-0.557515,0.3414974,-0.018172659,0.0027627128,0.5039657,-0.060384925,-0.73716646,0.09364985,0.07291083,-0.09180738,0.16339695,-0.0003524513,-0.13101955,-0.19416279,0.01782055,0.007430688,-0.013144889,0.009463811,-0.008745756,0.04320415,-0.21981132,-0.012833514,0.18564475,-0.2530937,0.0038974853,-0.020815913,-1.1870348,0.20855893,-0.0014219071,-0.06954046,0.4075674,0.010742682,0.0304682,-0.40418026,0.17968853,-0.25382194,0.00020759452,0.005133967,-0.0067165,-0.0090175215,-0.00036831087,0.0004119752,-0.0052558146,0.0044352817,-0.019367624,3548187,0,0.013105689,47.95,W
-0.55122876,0.26399624,-0.03925263,0.0045737447,0.7738336,0.006995885,-1.1163868,0.087790415,0.0037486178,-0.1855192,-0.23273188,-0.029993422,-0.15567449,0.024266088,0.035189647,0.011138612,-0.011350261,-0.002007274,-0.0025100715,0.041320816,-0.19249201,-0.009213731,-0.12781292,-0.1498888,0.0042682756,-0.025889078,-0.9133809,-0.11931419,-0.004970536,-0.11603139,-0.0447486,0.024659447,0.0727126,0.004452831,-0.5602312,0.085221216,0.0021070377,0.0053116707,-0.008224667,-0.0045616473,-0.003249796,-0.06103011,-0.0016583623,0.0004239227,-0.014493514,3525434,0,0.0037942918,58.95,W
0.66130745,-0.28932998,-0.078824386,0.0060626674,-0.18796447,-0.19898804,0.078248166,0.08040291,0.016238866,-0.17896093,0.10671564,-0.04981426,-0.14523324,0.02827152,0.035895817,0.010007371,-0.016218558,-0.0027816354,-0.007906704,0.045423307,-0.12316291,-0.05139194,-0.14566287,-0.27055368,0.0043123676,-0.033279777,-0.9505788,-0.13502574,0.0018084473,-0.09961036,-0.06609821,0.0076139783,-0.05239908,-0.045841314,-0.06907291,0.06185718,-0.0005202634,0.006080785,-0.014464846,-0.0026710997,-0.0014263475,0.032646127,-0.0075843185,0.0015029737,-0.009391381,3309841,0,0.012261119,1090.19,W
0.25027856,-0.076559626,-0.037706077,0.002188683,-0.15489866,-0.1726046,0.08318196,0.09754614,0.0328622,-0.16898933,0.0540026,0.06852203,-0.1627246,0.0071022743,0.021230102,0.0154451905,-0.010312524,-0.00048366215,0.0062833177,0.042504158,-0.17509928,-0.03881869,0.03298827,-0.043031745,0.0044560223,-0.015246343,-0.8241318,0.09751721,-0.0011557203,-0.15740405,0.014068736,0.008923966,-0.08504235,-0.104891166,-0.60026604,0.122560166,8.689017e-05,0.0051363357,-0.005827493,-0.001605759,1.2928995e-05,-0.11431288,-0.03453631,-6.628937e-05,-0.01094626,3356634,0,0.012513087,209.95,W
-0.49782494,0.35070112,0.032591596,0.004608978,0.5598327,0.08491336,-1.1065978,0.07206189,0.0022693917,-0.25711402,-0.011830693,-0.030851254,-0.12686001,-0.13279784,0.030930875,0.011558184,-0.012097077,0.0010570127,-0.00081532856,0.048141457,-0.19188023,-0.01666441,-0.25807565,-0.18583095,0.0038520095,-0.022062665,0.24016906,0.035388302,-0.006320563,-0.0720582,-0.053114444,0.018683726,0.11173656,0.013860117,-0.5748905,-0.26150107,0.0022524989,0.0037041327,-0.005232937,0.0048762285,-0.0007852137,-0.094677664,-0.06727202,0.00038649276,-0.012652404,3551068,0,0.00897005,47.0,W
-0.76916224,0.19518198,-0.055899426,0.0020933764,0.6382844,-0.044248264,-0.874572,0.08966094,-0.17448123,-0.23469748,0.14822693,-0.045166727,-0.1953545,-0.051711585,0.02928783,0.007008204,-0.036793653,-0.00902049,-0.002396255,0.045266002,-0.4020933,-0.010741684,0.21912347,-0.1322643,0.0040688277,-0.08290366,-0.97627884,-0.59911263,0.0025730766,-0.14614046,0.2991219,-0.010735237,-0.03619766,-0.022782004,-0.068837956,0.13898651,-0.0014866363,-0.004570103,-0.0062055355,-0.0025958219,-0.0011580536,-0.08888515,-0.028296942,0.008668328,-0.026301574,3427306,0,0.0034976485,57.95,W
-0.51065856,0.31425682,0.036038563,0.004649729,-0.13687785,-0.023116894,0.13729605,0.0908927,-0.0071514654,0.3185521,-0.11533616,0.08250297,-0.15237027,-0.02777499,0.08352485,0.012158689,-0.019423386,-0.0010176664,-0.0024052951,0.040353015,-0.19876467,-0.021831568,-0.23579969,-0.27687764,0.0040002833,-0.04613508,0.18996811,-0.1656421,-0.0450609,-0.041263975,-0.0064530508,0.0066346456,-0.12926139,-0.020244857,0.005120938,-0.59109193,-0.005897733,0.005786487,-0.0032293631,-0.0058389683,-0.0010854767,0.01401084,-0.007568695,0.002763943,-0.012082346,3363469,0,0.021873247,49.0,W
-0.441528,0.2878545,-0.039415732,0.004251832,0.89250106,-0.13770886,-0.14203821,0.11601215,0.036055047,-0.17563339,0.25262356,-0.0058376957,-0.106110185,0.030364623,0.040165685,0.0045256345,-0.014667496,-0.0025974682,0.002318853,0.0395441,-0.11995653,-0.012295772,-0.10891453,-0.049711857,0.004268713,-0.029426647,-0.30480483,0.06489265,0.005394548,-0.08634582,-0.05631015,0.018518932,-0.068484895,0.0038956592,-0.62955195,0.0705971,-0.0015049387,0.006627219,-0.0078094015,-0.0014484581,-0.002232202,-0.10450199,-0.05057719,0.0019313912,-0.00574824,3303938,0,0.04064278,58.95,W
-0.75697684,0.64711493,-0.006893096,0.0046823737,-0.1182817,-0.22241141,0.11860667,0.07671292,0.045454975,-0.21273527,-0.35006654,-0.07994244,0.37903017,-0.069221064,0.0015944663,0.014519433,0.042066477,0.0049481858,-0.0010475833,-0.008318011,0.05570014,-0.024917027,-0.77342486,-0.12887543,0.0039098016,-0.11847371,0.07563051,0.036754716,0.10285188,0.18193185,-0.05695129,-0.015804958,-0.09908112,-0.34191892,-0.73037267,-0.3586763,-0.0015482613,0.0077055125,-0.005488316,-0.0008558919,-0.0035525006,-0.038877174,-0.043104503,0.0025306037,0.004065071,3396876,0,0.0060560037,10.876,C
0.26434353,-0.046447467,0.031051053,0.005608336,-0.17079379,-0.12846489,0.0899016,0.07705183,0.008340338,-0.22220233,-0.048761368,-0.0464261,-0.11925274,0.007851505,0.040343266,0.014720806,-0.014923521,-0.011417473,-0.0013197846,0.0409486,-0.17695905,-0.046529204,-0.2141278,-0.27500072,0.004313326,-0.03660189,0.16871238,-0.16735263,-0.012502327,-0.06935576,-0.033678345,-0.00069171283,-0.028969413,-0.0025123854,0.0035139234,0.08533622,0.00026826246,0.0043103476,-0.0058248695,-0.0012038545,-0.00046044265,-0.06835769,-0.035220634,0.0020839602,-0.01734175,2990942,0,0.029522892,226.0,W
-0.4157407,0.3811021,-0.0029305716,-0.5745074,0.6028272,0.019471006,-0.8617961,0.08144869,0.0027520692,-0.241819,-0.02864797,-0.0028714482,0.569549,-0.011868934,0.02082361,0.009473381,0.065327555,0.03640569,-0.004217267,-0.007862913,0.15212063,-0.021252785,-0.6342848,-0.1586488,0.0038901884,0.027127838,0.00041467062,-0.13246548,0.09066581,-0.091025494,-0.036632814,0.051546052,-0.03542351,0.07371722,0.058151934,0.074115105,0.0052399277,0.013247968,-0.0052283355,0.012511401,0.0028883538,-0.025852058,-0.017134255,0.0037699793,0.037037127,3364204,0,0.03721177,32.99,C
-0.60311216,0.31319106,0.035803292,0.003247517,0.56929773,0.8569764,-0.85742587,-1.1847116,0.025538633,-0.102500886,-0.006503058,-0.15337515,-0.14850242,-0.22133258,0.009123441,0.008218749,-0.012470404,-0.000635135,-0.0037740935,0.043204006,-0.20467404,-0.008432999,0.14483374,-0.30913883,0.0040194625,-0.025760062,-0.65878755,-0.61971635,-0.005754174,-0.084941536,0.47258148,0.017032523,-0.0872576,-0.5278192,-0.2700821,-0.23108163,1.326561e-05,0.0019583534,-0.009940391,0.0059697726,-0.00041784247,-0.073807485,-0.06394756,0.011183532,-0.021438945,3007054,0,0.0018079198,42.0,W
0.080303535,-0.16815133,0.04391517,0.0036566074,-0.13198598,-0.24242584,0.13406266,0.06145059,0.027300034,-0.24232012,0.053865865,0.027967878,-0.09380349,-0.20727146,0.018157557,0.01228073,-0.010728571,0.000267245,-0.0023276408,0.03608661,-0.16134416,-0.034781143,-0.24185528,0.046981856,0.00420187,-0.03165244,0.22737467,-0.17024909,0.0006819599,-0.08191198,-0.06004352,0.0046704053,0.08019171,0.074071474,-0.46321937,0.04939175,-0.00037063725,-0.1661126,0.06942317,0.07004382,0.010348485,0.00873696,-0.00340952,0.0011581121,-0.0073844213,3376075,0,0.023813996,117.0,W
0.046769038,0.012262712,0.0062021427,0.0034002725,-0.12221064,-0.25498715,0.10667242,0.11649387,0.033648297,-0.030944763,-0.019016713,-0.14131458,-0.105951056,0.06253535,0.03143219,0.011283695,-0.011720257,-3.7982572e-05,0.00412798,0.03736369,-0.09631742,-0.019490384,-0.1319947,-0.058325678,0.00414549,-0.018193927,-0.65097797,0.020080596,0.0026561625,-0.07336883,-0.104089335,0.010599843,-0.021784712,-0.33602157,-0.35867524,0.08081176,0.00025922118,0.0076541128,-0.0070091845,0.0016652616,-0.0089679025,-0.007422363,0.023780543,0.0017031934,-0.013830836,3575960,0,0.013311468,107.95,W
-0.80835485,0.5537151,-0.006291287,0.004338176,0.5658332,-0.04964686,-0.9376064,0.07332523,0.04462648,-0.30411202,-0.28888685,-0.05630446,0.37200972,-0.041473202,0.0007007497,0.015416656,0.06292781,0.00481964,0.00035985195,-0.0073048905,0.09642417,0.09295699,-0.6074509,-0.013522705,0.0042413156,-0.0014391533,0.048887968,-0.15304402,-0.008916664,-0.052420374,-0.04612173,0.059884284,0.15078388,0.05676444,0.12800808,0.22943579,-0.001395492,0.006364171,-0.0053361445,-0.0014432964,-0.001461849,-0.03610373,-0.023585718,0.00384992,0.0071495892,3566997,0,0.03886497,26.129,C
0.41506618,-0.01022518,0.0011594103,0.0042582485,-0.088405944,0.8427066,0.0709368,-1.2480974,-0.31772053,0.11014806,0.0073124967,-0.011727133,-0.14501974,-0.0018556392,-0.37019548,0.013574655,0.042763516,-0.014696034,0.0010208515,-0.009219939,0.1215568,-0.097025305,-0.36653468,-0.34239128,0.004880014,-0.011306618,0.09101157,-0.122089714,-0.01057929,-0.063835055,-0.048631787,0.029501596,-0.025209418,0.021221163,0.02708615,0.060549084,0.0004553803,0.0027076874,-0.006448466,-0.0051469626,-0.00041718673,-0.049951866,-0.020447487,-0.025929736,-0.013889296,3213045,0,0.01988502,300.0,R
-0.50526714,0.20647882,0.0023909644,0.0034555872,0.63987267,0.86663383,-0.82957697,-1.394928,0.03036123,-0.02728337,-0.14655809,0.05344099,-0.12765361,0.05389494,0.038285855,0.0017592853,-0.015851084,0.009994126,-0.00076968246,0.049967185,-0.16024637,-0.016225208,-0.16526078,-0.108081676,0.0043111746,-0.011354124,-0.54345846,0.07834757,0.008306565,0.0014558822,-0.06866188,0.0062500853,-0.16291696,-0.316901,0.21942869,0.0645338,0.0032924006,0.0021357923,-0.0032411022,-0.0010751872,-0.008735143,-0.090978146,-0.052221134,-0.0023581346,-0.010505153,3388617,0,0.008458131,57.95,W
0.66677797,-0.033537973,0.22758475,0.005609967,-0.13551348,-0.2527174,0.060337022,0.07990293,-0.18980797,0.3173578,-0.039726164,-0.30710578,-0.15753102,-0.0062617813,0.049177106,0.0040001096,-0.016180752,-0.0053764037,-0.0045675635,0.04247493,-0.11603764,-0.0654295,-0.17394122,-0.34509042,0.004313565,-0.024945425,-0.9612687,-0.17652467,0.002735859,-0.059986185,-0.07439961,0.0055122734,0.047674056,-0.05805293,0.008694109,0.050358243,-0.0006219694,0.006910125,-0.0064652753,-0.0043487246,-0.0026917842,0.022991572,-0.011084183,0.0062278626,-0.008738822,3178430,0,0.018561427,525.0,W
0.2796848,0.017728169,-0.0116563225,0.0050589694,-0.16818172,-0.26215398,0.063720495,0.04282325,-0.12397702,-0.15936595,-0.07826912,-0.31434208,-0.12073039,-0.0027872866,-0.23550183,0.01605408,0.042513188,0.036107205,-0.0065308874,-0.010436751,0.10239534,0.27336165,-0.38142884,-0.34672913,0.004306011,-0.00551969,0.12356724,-0.14425924,0.0067989486,-0.08803337,-0.065266654,0.024352841,0.012396022,0.020796124,0.03968291,0.12156054,8.749454e-05,0.0040631117,-0.0066206385,-0.0018502931,0.0003111834,-0.05884916,-0.026338058,-0.017885491,-0.011437671,3395805,0,0.022990754,150.0,R
-0.14389102,0.07931576,0.009021422,0.003964807,0.5981912,-0.08465778,-0.94625187,0.080690466,-0.22806312,-0.10360036,0.104262486,-0.36831483,-0.07966548,-0.005049049,0.0352819,-0.009752974,-0.010841878,0.000638997,-0.024845667,0.05106044,-0.12248312,-0.012338094,-0.20993876,-0.1996422,0.0037735244,-0.012733019,0.15713519,-0.18766436,-0.000973564,-0.05042505,-0.06415598,0.015336495,-0.031419493,-0.3402214,-0.8098876,-0.42777184,0.0004317363,0.0013076806,-0.011070786,-0.0017667239,-0.0017291491,-0.009764439,8.895401e-05,0.0018391066,-0.008184006,3090754,0,0.0033235697,98.0,W
-1.2123585,0.58827084,-0.010586764,0.0049577923,-0.1715128,-0.021354342,0.11253731,0.07958476,-0.13838337,-0.22491074,-0.05543203,-0.56624794,-0.8100285,-0.013749376,-0.032146834,0.015889933,0.0693864,0.02334702,-0.008562849,-0.010758648,0.104536176,0.08525291,-0.43370757,-0.19324106,0.003911148,0.021117223,0.045111693,-0.13610253,-0.08745898,-0.08823419,-0.052874126,0.028085584,-0.07580689,0.1019915,0.033812758,0.028270358,-0.0013650757,0.0073354496,-0.0073354365,-0.00041210267,-0.0004596104,-0.026929881,-0.034283143,0.00213431,-0.017671492,3053583,0,0.0044296165,30.782,C
-0.929032,0.39423066,-0.05104935,0.0019482883,-0.16040598,-0.05488363,0.0950353,0.1002461,0.05335116,-0.18156941,0.050250903,-0.40670618,-0.16798916,0.032978904,0.029863505,0.027548822,-0.030635906,-0.005248923,0.013293342,0.038114555,-0.23178607,-0.0080426,0.29053536,-0.22604525,0.0040512094,-0.022167284,-0.80839086,-0.85015947,-0.00068093505,-0.16626263,0.38028464,-0.0017093483,-0.13194343,-0.24654266,-0.6869272,0.14940467,0.0069928556,-0.0021347087,-0.01741985,0.0115007,-0.0021456636,0.007058174,-0.0052424097,0.009768663,-0.028809285,3149188,0,0.0023148397,30.95,W
-0.36627814,0.3333284,0.049422964,0.0029105707,0.7412261,-0.058898333,-1.1121888,0.07619479,0.059543997,-0.13619117,0.12435601,0.16926187,-0.06823509,0.026641574,0.025842521,0.009808221,-0.010639045,0.0038319502,0.0023546757,0.042323492,-0.19987687,-0.011228927,-0.1836744,0.011758547,0.0041648694,-0.028661411,0.2530583,0.20631208,0.0029077802,-0.053978857,0.18058701,0.026744146,0.16466448,0.0025966496,-0.45595732,-0.19420145,0.00217669,0.004004915,-0.015014685,-0.0060511525,-0.002100474,0.019315282,0.0017072448,0.0014283921,-0.007621566,3548827,0,0.06291747,54.0,W
